text,sentiment,label
A PLUMBING business has announced it is sponsoring a professional darts player .,neutral,1
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive,2
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,0
The idea of saving electricity in data transfer is still a new one .,neutral,1
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative,0
"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",neutral,1
"Net sales will , however , increase from 2005 .",positive,2
"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",neutral,1
The value of the order is nearly EUR400m .,neutral,1
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",neutral,1
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",positive,2
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",neutral,1
"CompaniesandMarkets.com provides a wide range of research reports , industry statistics and competitive intelligence on the industrial sector .",neutral,1
"Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki , Mid Cap List .",neutral,1
The company 's model is based on developer contracting construction projects and customer focused project management .,neutral,1
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",positive,2
The financial details of the transaction were not disclosed .,neutral,1
Deliveries have started and the network will be ready for a launch soon .,positive,2
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",negative,0
The issuer is solely responsible for the content of this announcement .,neutral,1
Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,neutral,1
Deliveries by Outotec will take place over 30 months .,neutral,1
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral,1
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",negative,0
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,neutral,1
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,neutral,1
Autotank Group is part of Aspo 's Systems Division .,neutral,1
"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",neutral,1
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,neutral,1
The value of the order is USD 2.2 mn .,neutral,1
"The company operates worldwide and employs in total approximately 47,000 persons .",neutral,1
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",positive,2
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral,1
"Oka specialises in new construction , renovation work of residential and non-residential building as well as premises for industrial and logistical use .",neutral,1
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative,0
"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",neutral,1
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",positive,2
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,2
Net profit in the period in 2009 was ( EURO ) 29 million .,neutral,1
The diesel margin has remained high .,positive,2
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative,0
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral,1
"After the reporting period , BioTie North American licensing partner Somaxon Pharmaceuticals announced positive results with nalmefene in a pilot Phase 2 clinical trial for smoking cessation .",positive,2
The plant is expected to start production in the first half of 2007 .,neutral,1
All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,neutral,1
"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",neutral,1
You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,neutral,1
"Stora Enso said DeLight was suitable for a wide range of applications including food , cosmetics , home decoration and leisure products .",neutral,1
"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",positive,2
The insurer anticipates its share in Nordea 's net profit to be significant .,positive,2
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,2
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",neutral,1
The share of the share capital of both above mentioned shareholders remains below 5 % .,neutral,1
We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,neutral,1
"We are honored to be acknowledged for our commitment to the industry , especially in Asia Pacific . ''",positive,2
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative,0
Nordic Walking was first used as a summer training method by cross-country skiers .,neutral,1
Earnings per share were EUR -0.04 -0.06 .,neutral,1
"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",neutral,1
"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral,1
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",neutral,1
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,positive,2
"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",neutral,1
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",neutral,1
Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .,negative,0
It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .,neutral,1
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative,0
In 2007 Etteplan reported a turnover of EUR125 .2 m.,neutral,1
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",positive,2
"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .",positive,2
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",neutral,1
The ECB can mainly target inflation .,neutral,1
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",positive,2
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative,0
"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",neutral,1
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",neutral,1
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,2
"The Liquid Handling segment offers laboratory equipment and accessories , including mechanical and electronic pipettes , and disposable tips used in the research institutions , universities , and hospitals , as well as in the pharmaceutical , food , and other industries under the Biohit brand .",neutral,1
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral,1
"Last month , Outokumpu sold more than 80 percent of its technology unit , Outokumpu Technology Oyj , to further its strategic goal of becoming the world 's largest stainless steel maker .",positive,2
Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,negative,0
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,2
"Finnish Suominen Corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of EUR 44.1 mn in the second quarter of 2010 , up from EUR 43.3 mn in the second quarter of 2009 .",positive,2
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive,2
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",neutral,1
The order was valued at over EUR15m .,neutral,1
Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,neutral,1
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",neutral,1
SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,neutral,1
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,1
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,neutral,1
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",negative,0
"The company 's consolidated operating profit amounted to EUR 15.86 mn , up from EUR 4.14 mn year-on-year .",positive,2
"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .",neutral,1
"The money will be spread mainly over 2011 and 2012 , the company said .",neutral,1
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",neutral,1
Her present position is the director of Stockmann 's international department stores .,neutral,1
"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .",neutral,1
Our tools are specifically designed with the needs of both the business users and ICT experts in mind .,neutral,1
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,positive,2
"Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry , as well as products used in environmental protection .",neutral,1
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",neutral,1
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,neutral,1
The company said that the results of the third quarter do not include non-recurring items .,neutral,1
"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",neutral,1
"The commission found evidence of several meetings to discuss the cartel , including one in a Brussels restaurant in November 1997 at which the companies discussed price increases .",neutral,1
"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",neutral,1
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,neutral,1
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,neutral,1
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,neutral,1
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,neutral,1
Ms Laakso will be responsible for HKScan 's HR functions and for their development in all of the Group ` smarket areas .,neutral,1
"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",neutral,1
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,negative,0
"Entire paper mills may be set up , especially in the new EU member states .",neutral,1
"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",negative,0
"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .",neutral,1
Neither of the companies use genetically engineered soy at the moment .,neutral,1
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",neutral,1
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",neutral,1
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,neutral,1
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive,2
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative,0
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic .",negative,0
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive,2
"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",positive,2
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",negative,0
"Under Finnish law , Parliament grants licences to build nuclear power plants .",neutral,1
"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom .",neutral,1
These six agreements are the company 's first customer acquisitions in India since taking over TVS Electronics ' contract manufacturing facility in Jun 2007 .,neutral,1
"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",positive,2
"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal .",neutral,1
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,1
"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .",negative,0
"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",neutral,1
The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,neutral,1
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",positive,2
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",positive,2
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral,1
`` Management decided at the end of 2005 to increase cathode copper capacity .,neutral,1
"In 2007 , Alma Media 's operating profit was about EUR 53mn .",neutral,1
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",negative,0
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",positive,2
"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",neutral,1
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,2
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",neutral,1
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,0
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,2
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,neutral,1
"They are responsible for their own operations , customer relationships , and the development of these .",neutral,1
"They can be used to control the speed of electric motors used by industry and municipal engineering , and in power generation using renewable energy .",neutral,1
Managing Director Timo Kohtam+ñki of Lemmink+ñinen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,neutral,1
"Economic development in China is no longer taking place only on the East coast and in the Shanghai area , Vauramo says .",neutral,1
Okmetic revised its 2010 financial outlook based on its order book .,neutral,1
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",negative,0
`` Our approach is very much to only use raw materials that are produced in line with the principles of sustainable development .,neutral,1
New Novator products are supposed to be exported .,neutral,1
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,2
"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",neutral,1
"While I cant understand what theyre saying , its impressive to watch him hit that ball at those speeds .",neutral,1
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,positive,2
"The three year turn-around program is expected to ensure Salomon 's future competitiveness , the company said .",positive,2
"This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .",neutral,1
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",positive,2
"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",neutral,1
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",negative,0
Kemira 's partner in the project is St. Petersburg Water Works .,neutral,1
"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .",negative,0
"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",negative,0
Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .,positive,2
Finnish component supplier Componenta Corporation ( OMX Helsinki : CTH1V ) reported on Tuesday ( 15 July ) an operating profit of EUR46 .2 m on net sales of EUR386 .0 m for the financial period January-June 2008 .,neutral,1
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral,1
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",negative,0
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,neutral,1
The medium-term operative targets of the company remain unchanged .,neutral,1
You 're not alone .,neutral,1
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,0
The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral,1
"Kalnapilio-Tauro Grupe ( Kalnapilis-Tauras Group ) , which is owned by Denmark 's Royal Unibrew , raised its market share to 25.18 percent from 23.74 percent , as beer sales for the seven months jumped by 14.5 percent to 40.5 million liters .",positive,2
"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",neutral,1
"In 2008 , it generated net sales of EUR 9.3 million USD 13.1 m .",neutral,1
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral,1
"After piloting , the instrument will be further developed according to the experiences gained .",neutral,1
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",neutral,1
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,1
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",neutral,1
"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",neutral,1
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",neutral,1
"Destia Oy is a Finnish infrastructure and construction service company building , maintaining and designing traffic routes , industrial and traffic environments , but also complete living environments .",neutral,1
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,0
The customer is local company Etera Mutual Pension Insurance Co and the principal tenant of the unit will be media company Alma Media Corp HEL : ALN1V .,neutral,1
The chain is to unite 45-50 centres by the end of 2008 .,neutral,1
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive,2
The aim is to develop open-source application solutions .,neutral,1
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,neutral,1
All of Raisio 's divisions recorded an operating profit .,positive,2
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",neutral,1
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",neutral,1
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",negative,0
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative,0
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,2
"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country .",neutral,1
Finnish insurance company Fennia and Kesko Group are ending their loyal customer cooperation .,negative,0
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,negative,0
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,neutral,1
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",neutral,1
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,positive,2
According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,neutral,1
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative,0
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .",neutral,1
"The gross area of eight houses will be 12,167 m2 .",neutral,1
"The total headcount reduction will be 50 persons , the company said .",negative,0
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,positive,2
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .",neutral,1
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",positive,2
"- The Group -¦ s profit before taxes was EUR 0,2 7,8 million .",neutral,1
Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative,0
"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",neutral,1
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007 .,negative,0
"Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros .",neutral,1
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",negative,0
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",neutral,1
Consumption is forecast to grow by about 2 % .,positive,2
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",neutral,1
Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .,neutral,1
Decisions are to be made as quickly as possible .,neutral,1
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive,2
Okmetic Board of Directors has also decided on a new share ownership program directed to the company 's top management .,neutral,1
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive,2
The figure does not include food exports from Finland .,neutral,1
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",neutral,1
The Department Store Division reported an increase in sales of 4 per cent .,positive,2
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",positive,2
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business .,neutral,1
Satama and Trainers ' House will remain as names and independent brands of the business areas .,neutral,1
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",neutral,1
The total investment in 2006 and 2007 is expected to amount to about EUR75m .,neutral,1
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,neutral,1
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,2
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",positive,2
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral,1
CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,neutral,1
The company said that it has agreed to a EUR160m unsecured credit line from lenders .,neutral,1
"Elsewhere , the tendency is towards more developed packaging than before .",neutral,1
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",negative,0
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,neutral,1
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,negative,0
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation .,neutral,1
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral,1
The contract is for next year .,neutral,1
"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .",negative,0
"Finnish property investment company Citycon will expand and refurbish +àkersberga shopping center in Stockholm , in Sweden .",neutral,1
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive,2
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats .",neutral,1
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",neutral,1
"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .",neutral,1
The desk will reach its full planned strength of ten persons in autumn 2007 .,neutral,1
