text,sentiment
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,negative
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",negative
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",negative
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",negative
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",negative
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",negative
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",negative
"The total headcount reduction will be 50 persons , the company said .",negative
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,negative
Salonen added that data shows producers ' pulp inventories in North America are declining . ',negative
"In the Baltic countries , sales fell by 42.6 % .",negative
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,negative
"The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year .",negative
Finnish waste management and cleaning group Lassila & Tikanoja Oyj ( L&T ) net profit went down to 32.2 mln euro ( $ 47.7 mln ) for 2007 from 35.3 mln euro ( $ 52.3 mln ) for 2006 .,negative
`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,negative
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative
Nokia Siemens Networks has struggled to make a profit in the past two years .,negative
"However , the growth margin slowed down due to the financial crisis .",negative
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,negative
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,negative
Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,negative
Finnish Bank of +àland +àlandsbanken has issued a profit warning .,negative
"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",negative
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",negative
"External net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between Ilkka-Yhtyma 's printing house I-print Oy and sector player HSS Media AB in December 2009 and the fall in printing prices .",negative
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",negative
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",negative
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",negative
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative
"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",negative
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",negative
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,negative
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them .,negative
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative
"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",negative
Reported operating margin was a negative 5.9 % .,negative
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",negative
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,negative
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",negative
The situation of coated magazine printing paper will continue to be weak .,negative
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",negative
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,negative
Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,negative
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",negative
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",negative
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,negative
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",negative
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,negative
"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .",neutral
Unilever 's Turun Sinappi that is made in Sweden holds 40 % of the market .,neutral
"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",neutral
"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral
The company had net sales of EUR 19.8 mn and a pre-tax profit of EUR 1.8 mn in 2005 .,neutral
"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",neutral
"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties .",neutral
Rimi supermarket is the key customer in Magistral center .,neutral
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",neutral
"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China .",neutral
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",neutral
"Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents .",neutral
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,neutral
The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month .,neutral
"At the moment , there are approximately 20 Vianor sales offices in Russia .",neutral
The changes in readership were not significant .,neutral
Talentum acquired a 47.5 pct stake in Varesvuo Partners in 1997 and the remaining in 2002 and 2005 .,neutral
"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",neutral
The transaction is expected to be completed next spring .,neutral
In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,neutral
"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line .",neutral
"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it .",neutral
"LIGHTS OUT Before curfew , curl up with the latest bestseller and treat your eyes to the perfect reading light from Luceplan .",neutral
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",neutral
"The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",neutral
"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy .",neutral
